监测时间,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m²）
2020-5-9 9:00,5,15,19,2,31,0.6,30.7,67,1007.7,1.4,200.7,0.841519,369.766
2020-5-9 10:00,3,15,31,4,45,0.6,30.8,67,1007.9,1.8,227.7,0.828487,321.159
2020-5-9 11:00,2,12,28,5,60,0.5,31.4,64,1007.8,1.6,236.9,0.828487,321.159
2020-5-9 12:00,1,9,32,9,54,0.5,31.2,66,1007.5,1.7,229.1,0.640844,322.632
2020-5-9 13:00,2,8,23,13,59,0.6,31.7,64,1006.9,1.7,231.4,0.604294,324.818
2020-5-9 14:00,2,9,30,10,61,0.6,31.9,65,1006.4,1.7,234.4,0.572595,329.339
2020-5-9 15:00,1,8,28,10,67,0.6,32.2,64,1005.6,2.2,238.3,0.419836,334.73
2020-5-9 16:00,1,9,32,10,65,0.5,32,65,1005.1,2.2,240,0.440276,338.185
2020-5-9 17:00,2,9,29,8,59,0.5,31.8,66,1004.8,2.5,247.3,0.416332,341.498
2020-5-9 18:00,1,12,29,8,42,0.6,31,69,1005.1,2.6,240.5,0.408324,343.262
2020-5-9 19:00,1,12,34,6,31,0.6,30.3,72,1005.5,2.1,261.3,0.256701,343.826
2020-5-9 20:00,1,12,31,4,26,0.6,29.7,76,1006,2.3,257.6,0.291288,343.835
2020-5-9 21:00,1,12,28,11,24,0.6,29.5,77,1006.8,2.1,250.7,0.44811,342.854
2020-5-9 22:00,3,13,24,12,23,0.6,29.5,76,1007.5,2,255.9,0.512884,341.512
2020-5-9 23:00,2,10,28,9,24,0.6,29.2,78,1007.6,1.7,296.4,0.50429,338.014
2020-5-10 0:00,2,10,16,8,24,0.6,29.1,78,1007.6,2.3,247.3,0.450207,331.558
2020-5-10 1:00,2,12,18,4,22,0.5,29.1,78,1007.3,2.2,230.3,0.657079,326.908
2020-5-10 2:00,1,8,15,1,26,0.5,28.9,79,1006.7,1.7,235.7,0.613163,323.833
2020-5-10 3:00,0,7,14,2,26,0.5,28.7,80,1006.5,2.1,233.7,0.643676,321.575
2020-5-10 4:00,0,10,16,3,20,0.5,28.5,80,1006.8,1.3,240.1,0.527564,319.483
2020-5-10 5:00,0,12,17,5,16,0.5,28.3,81,1007,0.9,280.8,0.536463,316.691
2020-5-10 6:00,1,12,10,7,16,0.5,28.5,80,1007.4,1.2,266.4,0.475671,313.816
2020-5-10 7:00,1,10,5,6,20,0.5,29.6,75,1008.1,1.3,239.6,0.416721,311.19
2020-5-10 8:00,4,14,34,6,25,0.6,30.2,72,1008.9,1.7,238.8,0.35533,309.37
2020-5-10 9:00,4,10,27,11,45,0.6,31.3,66,1009.3,1.7,232.8,0.414824,307.951
2020-5-10 10:00,3,8,30,8,71,0.6,32.5,61,1009.3,1.9,234.1,0.416616,307.014
2020-5-10 11:00,2,7,37,6,99,0.6,33.3,59,1008.6,1.9,240.1,0.385818,307.674
2020-5-10 12:00,2,8,42,14,114,0.6,34,57,1007.9,1.7,233.9,0.385818,307.674
2020-5-10 13:00,1,7,54,13,115,0.6,34,58,1007.2,1.8,159.6,0.368702,311.039
2020-5-10 14:00,1,8,44,17,102,0.6,32.3,63,1006.4,2.8,4.6,0.222643,315.285
2020-5-10 15:00,-1,15,62,12,75,0.5,25,89,1006.5,2.6,57.3,0.0658926,319.848
2020-5-10 16:00,-1,22,—,6,57,0.6,25.4,89,1006.2,1,245.9,0.015626,324.267
2020-5-10 17:00,-1,28,10,3,52,0.7,26.1,86,1007,2.1,256.1,0,328.17
2020-5-10 18:00,-1,20,8,6,47,0.7,25.6,87,1007.2,1,291.6,0,331.819
2020-5-10 19:00,-1,42,18,7,24,0.8,25.7,88,1007.8,0.8,322.2,0,335.647
2020-5-10 20:00,0,37,19,8,31,0.8,25.7,83,1008.6,1.1,263,0,338.392
2020-5-10 21:00,1,33,25,10,28,0.7,25.6,83,1008.6,0.8,251.2,0.343417,339.389
2020-5-10 22:00,1,26,30,12,34,0.7,25.7,81,1009.1,0.9,304.5,0.717991,338.802
2020-5-10 23:00,0,40,21,8,22,0.7,25.8,79,1008.8,0.9,35.3,0.733697,338.319
2020-5-11 0:00,0,48,32,9,9,0.8,25.8,82,1008.2,0.8,72.2,0.68787,334.191
2020-5-11 1:00,0,58,38,14,1,0.8,26,84,1008.6,0.5,235.1,0.847552,379.314
2020-5-11 2:00,-1,58,45,19,0,0.9,25.9,86,1007.9,0.9,82.1,0.885262,375.066
2020-5-11 3:00,0,60,41,17,0,0.8,25.8,87,1008.2,0.6,308.4,0.906273,373.859
2020-5-11 4:00,-1,60,36,16,0,0.9,26.1,86,1008.5,0.4,343.4,0.828648,364.998
2020-5-11 5:00,0,60,37,21,0,0.9,26.2,85,1008.9,0.4,71.3,0.829857,367.835
2020-5-11 6:00,0,56,35,20,6,0.9,26.6,85,1009.4,0.5,300,0.895226,366.624
2020-5-11 7:00,—,53,32,22,13,0.9,28,78,1010.3,0.6,301.2,0.863267,367.845
2020-5-11 8:00,—,58,47,23,20,0.9,28.7,74,1010.6,0.8,357.4,0.882673,367.645
2020-5-11 9:00,4,54,65,25,—,0.9,29.7,72,1010.7,1.1,13.1,0.828802,369.326
2020-5-11 10:00,4,45,57,24,—,0.8,30.5,69,1010.3,1.2,48.2,0.828802,369.326
2020-5-11 11:00,4,47,62,28,99,—,31.1,67,1009.7,1.1,76.9,0.891096,369.63
2020-5-11 12:00,3,—,63,35,152,—,31.8,65,1009,1.1,314.4,0.828218,327.965
2020-5-11 13:00,3,—,58,47,186,0.7,33,60,1008,1.4,271.3,0.593672,328.574
2020-5-11 14:00,3,16,69,37,189,0.7,32.8,60,1006.8,1.2,254.1,0.572358,335.023
2020-5-11 15:00,3,20,58,39,202,0.8,32.9,61,1006,1.4,282.5,0.523011,338.842
2020-5-11 16:00,4,25,56,52,124,0.7,30.7,62,1005.6,2.2,122.4,0.472024,341.916
2020-5-11 17:00,3,36,51,24,136,0.7,29.8,71,1005.4,1.7,109.4,0.363036,343.747
2020-5-11 18:00,3,32,41,35,90,0.6,29.3,70,1005.6,1.9,117.8,0.213968,344.68
2020-5-11 19:00,4,37,21,16,58,0.6,29,73,1006.6,1.5,129.6,0.0844698,344.098
2020-5-11 20:00,3,11,22,16,85,0.6,24.7,90,1009.5,3.5,318,0.388476,343.648
2020-5-11 21:00,2,6,—,1,79,0.6,23.8,93,1010.1,1.5,272.1,0.765288,342.742
2020-5-11 22:00,1,17,—,0,59,0.6,24.2,92,1009.6,0.8,95.9,0.811198,394.597
2020-5-11 23:00,1,22,1,-1,44,0.7,24.4,93,1009.5,0.7,274,0.568103,336.308
2020-5-12 0:00,2,23,3,-1,41,0.7,24.5,92,1009.6,0.9,278.1,0.84742,390.364
2020-5-12 1:00,2,24,18,4,36,0.7,24.8,91,1008.9,1,290.1,0.852224,387.93
2020-5-12 2:00,2,25,21,12,36,0.7,24.9,88,1008.8,1.1,316,0.637691,325.347
2020-5-12 3:00,3,17,12,13,45,0.8,25,84,1008.6,1,326.3,0.746995,323.102
2020-5-12 4:00,3,14,19,10,47,0.8,24.9,83,1008.6,1.2,314.5,0.674643,321.591
2020-5-12 5:00,4,18,18,8,39,0.8,25,82,1009.1,1.1,328.1,0.584085,318.142
2020-5-12 6:00,4,22,21,8,35,0.9,25.1,81,1009.8,0.8,322.7,0.450912,315.413
2020-5-12 7:00,4,22,21,10,36,0.9,25.6,79,1010.3,1.1,315,0.425154,313.461
2020-5-12 8:00,4,23,23,11,40,0.9,26.4,75,1010.8,1.3,338.2,0.462263,311.864
2020-5-12 9:00,6,27,38,16,45,0.9,27,73,1011,1.5,8.5,0.469071,310.393
2020-5-12 10:00,5,29,46,17,53,0.9,27.5,72,1010.9,1.7,11.6,0.50969,310.71
2020-5-12 11:00,4,25,46,18,70,0.9,28.6,68,1010.6,1.2,27.8,0.50969,310.71
2020-5-12 12:00,4,20,59,17,86,0.8,28.7,67,1010.2,1.3,16.7,0.405728,313.156
2020-5-12 13:00,3,17,46,15,110,0.8,29,65,1009.3,1.6,27.1,0.258834,316.903
2020-5-12 14:00,4,13,37,21,137,0.8,30.2,61,1008.7,1.1,358.4,0.102532,321.354
2020-5-12 15:00,3,16,50,21,140,0.8,30,61,1008.2,1,30.1,0,326.494
2020-5-12 16:00,3,21,56,23,147,0.9,29.9,63,1007.9,0.8,354.9,0,331.095
2020-5-12 17:00,3,24,53,28,125,0.9,29.8,62,1008.1,0.8,313.3,0,335.718
2020-5-12 18:00,3,28,54,34,114,1,29.7,63,1008.4,0.6,332.3,0,340.472
2020-5-12 19:00,3,38,71,38,86,1.1,28.8,67,1008.8,0.4,343.9,0.0259729,342.796
2020-5-12 20:00,4,43,70,41,65,1.1,28.4,70,1009.2,0.4,349.7,0.835929,343.865
2020-5-12 21:00,3,56,66,46,41,1.1,28.1,71,1009.7,0.5,14.2,0.866523,402.772
2020-5-12 22:00,3,88,77,50,8,1.2,27.8,73,1010.1,0.4,201.2,0.735027,342.887
2020-5-12 23:00,3,69,66,48,13,1.2,27.4,74,1009.8,0.4,235.9,0.588494,339.732
2020-5-13 0:00,3,44,68,44,21,1.1,27,75,1009.3,0.4,277.1,0.911089,337.492
2020-5-13 1:00,3,48,53,44,15,1.2,26.8,76,1009.3,0.5,234.5,0.363512,332.849
2020-5-13 2:00,4,69,75,45,4,1.2,26.9,75,1009,0.4,245.2,0.327663,325.533
2020-5-13 3:00,4,73,90,59,0,1.3,26.7,77,1009,0.5,251.4,0.314909,321.852
2020-5-13 4:00,5,72,89,62,0,1.3,26.5,78,1009.1,0.3,36.2,0.244548,320.544
2020-5-13 5:00,5,69,88,63,0,1.4,26.2,81,1009.6,0.2,229.9,0.283624,317.972
2020-5-13 6:00,5,73,79,55,6,1.4,26.7,78,1010.2,0.3,263.9,0.301216,314.551
2020-5-13 7:00,7,75,83,59,14,1.3,28.2,72,1010.6,0.6,17.1,0.298595,311.451
2020-5-13 8:00,9,91,108,62,30,1.3,29,68,1011.1,1.1,62.2,0.267333,309.229
2020-5-13 9:00,10,85,113,66,83,1.2,29.6,67,1011.4,1.1,45.3,0.18965,307.203
2020-5-13 10:00,10,60,105,65,139,1.1,30.4,64,1011,1.5,114.6,0.133891,305.305
2020-5-13 11:00,7,46,94,67,186,1.1,30.9,63,1010.4,1.4,100.7,0.0714162,305.295
2020-5-13 12:00,5,25,91,69,184,0.9,30.2,67,1009.6,1.7,91.6,0.0714162,305.295
2020-5-13 13:00,3,18,56,52,157,0.8,30,68,1009,2,114.7,0.0491742,307.32
2020-5-13 14:00,3,12,31,33,129,0.7,29.3,68,1008.5,1.9,90.6,0.0404051,310.9
2020-5-13 15:00,3,—,45,16,128,0.7,29,73,1008.1,2.5,113,0.044804,314.481
2020-5-13 16:00,2,—,38,18,103,0.8,27.3,82,1008.3,1.6,83.4,0.0333968,319.417
2020-5-13 17:00,2,—,21,22,103,0.8,27.3,80,1008.4,1.7,111.1,0.0514255,324.101
2020-5-13 18:00,2,—,20,17,97,0.8,27.4,76,1008.6,2,114.6,0.0334705,328.448
2020-5-13 19:00,2,—,33,16,88,0.8,27.2,77,1008.9,2,122.1,0.0180886,332.292
2020-5-13 20:00,2,—,32,24,80,0.8,27,77,1010,2,116.8,0.0219173,334.642
2020-5-13 21:00,2,—,43,20,80,0.8,26.8,76,1010.6,2.2,122.5,0.028742,336.094
2020-5-13 22:00,3,—,52,26,86,0.8,26.6,78,1011.1,2.2,124.9,0.47308,335.097
2020-5-13 23:00,4,19,52,34,94,0.8,26.4,78,1010.9,2,117.1,0.279095,329.617
2020-5-14 0:00,3,16,38,36,98,0.8,26.3,78,1010.5,2,115.5,0.172499,324.32
2020-5-14 1:00,3,14,45,30,100,0.8,26.1,79,1010,2.1,112.9,0.245076,317.114
2020-5-14 2:00,3,12,45,35,103,0.8,25.9,80,1009.7,2,112.3,0.193099,315.346
2020-5-14 3:00,2,15,45,31,92,0.8,25.8,80,1009.5,1.7,99.9,0.275636,313.198
2020-5-14 4:00,2,19,46,29,82,0.8,25.7,80,1009.5,1.6,84.6,0.242653,311.326
2020-5-14 5:00,2,18,42,29,81,0.8,25.7,80,1009.6,1.9,113.2,0.238817,309.965
2020-5-14 6:00,2,27,36,28,67,0.8,25.9,80,1010,1.2,107.3,0.390369,308.801
2020-5-14 7:00,2,33,50,23,58,0.9,25.9,83,1010.6,1.1,97.7,0.533129,308.033
2020-5-14 8:00,2,39,41,24,57,0.9,26.5,81,1010.8,1.2,116.1,0.587691,307.474
2020-5-14 9:00,2,33,47,25,65,0.8,27.2,80,1011.1,1.2,118.2,0.607041,308.428
2020-5-14 10:00,2,26,55,21,70,0.8,27.5,82,1010.8,1,154.5,0.607041,308.428
2020-5-14 11:00,3,15,31,21,101,0.7,29.1,72,1010.2,1.5,106.9,0.511097,311.173
2020-5-14 12:00,2,14,55,21,96,0.7,28.9,75,1009.4,1.6,91.6,0.278015,314.923
2020-5-14 13:00,2,9,42,14,97,0.6,29.1,74,1008.4,2,110.4,0.0425069,319.387
2020-5-14 14:00,2,9,41,15,98,0.6,29.8,71,1007.5,1.6,89.4,0,324.887
2020-5-14 15:00,2,14,51,17,87,0.6,29.8,71,1006.6,1.4,86.3,0,329.586
2020-5-14 16:00,1,16,54,17,73,0.6,29.1,74,1006.4,1.8,115.3,0,333.502
2020-5-14 17:00,2,15,32,17,71,0.7,29.2,72,1006.2,2,116.4,0,336.654
2020-5-14 18:00,1,14,41,13,64,0.7,28.7,74,1006.4,2,103.6,0,339.168
2020-5-14 19:00,1,14,33,13,58,0.7,28,77,1006.4,1.8,100.4,0,340.334
2020-5-14 20:00,2,16,32,14,53,0.7,27.8,78,1006.6,1.6,111.4,0.362033,338.712
2020-5-14 21:00,2,20,26,20,48,0.7,27.5,80,1007.1,1.3,62.1,0.0422784,337.401
2020-5-14 22:00,1,17,26,15,46,0.7,27.4,81,1007.7,1.2,103.8,0.544189,336.253
2020-5-14 23:00,1,14,32,14,49,0.7,27.4,82,1007.5,1.4,113,0.998124,399.343
2020-5-15 0:00,2,10,36,14,53,0.7,27.3,83,1007.1,1.5,111.5,0.294263,329.889
2020-5-15 1:00,2,9,31,15,54,0.8,27.2,83,1006.7,1.4,112.9,0.185456,325.226
2020-5-15 2:00,1,8,36,18,54,0.7,27.1,83,1006.3,1.5,115.2,0.375747,322.689
2020-5-15 3:00,1,8,35,12,51,0.8,26.8,84,1006.1,0.8,71.6,0.454704,321.016
2020-5-15 4:00,1,11,32,15,46,0.8,26.8,84,1006.4,1,101,0.421369,318.829
2020-5-15 5:00,1,14,32,18,43,0.8,26.8,85,1006.4,1.3,115.4,0.496797,315.823
2020-5-15 6:00,1,16,34,14,42,0.8,26.8,86,1006.6,1.2,122.2,0.425518,313.407
2020-5-15 7:00,2,15,28,12,45,0.8,27.5,83,1006.9,1.4,104.2,0.323468,310.769
2020-5-15 8:00,2,15,35,13,46,0.8,28.3,79,1007.2,1.4,91.4,0.398937,308.597
2020-5-15 9:00,2,16,43,17,52,0.7,29.3,73,1007.5,1.4,138.6,0.483665,306.576
2020-5-15 10:00,2,17,42,15,67,0.7,30.1,69,1007.4,1.3,93.1,0.508156,307.131
2020-5-15 11:00,2,14,43,19,89,0.6,31.1,64,1006.8,1.5,95.7,0.508156,307.131
2020-5-15 12:00,2,12,49,15,96,0.6,31.7,63,1006,1.6,137.2,0.447733,309.561
2020-5-15 13:00,2,9,57,16,98,0.6,31.9,62,1005,2.1,166.4,0.176147,313.965
2020-5-15 14:00,2,9,48,10,89,0.5,32.1,61,1004.2,2,152.9,0.0141309,317.811
2020-5-15 15:00,2,8,34,11,86,0.5,32.3,60,1003.6,2.1,287.2,0,322.413
2020-5-15 16:00,2,11,38,9,85,0.6,32.5,60,1003.3,2,274.5,0,326.643
2020-5-15 17:00,2,11,34,12,72,0.6,31.8,61,1003,2.7,245.5,0,330.205
2020-5-15 18:00,2,10,29,7,55,0.6,30.9,63,1003.5,2.9,253.7,0,332.236
2020-5-15 19:00,1,14,26,8,36,0.6,30.1,67,1004.3,2.8,248.2,0,333.512
2020-5-15 20:00,1,20,23,7,30,0.6,29,74,1004.9,1.8,90.9,0,334.172
2020-5-15 21:00,1,18,20,12,33,0.6,28.2,77,1005.7,1.8,110.4,0.391016,332.836
2020-5-15 22:00,1,15,14,10,29,0.6,28,76,1006.4,1.4,107,0.0160744,328.471
2020-5-15 23:00,1,12,8,9,26,0.6,27.8,77,1006.7,1.1,92.9,0.189529,323.892
2020-5-16 0:00,1,14,15,8,21,0.6,27.5,80,1006.4,1,89.1,0.0175015,317.198
2020-5-16 1:00,1,15,14,6,17,0.6,27.2,82,1006,0.8,333.1,0.0675488,310.412
2020-5-16 2:00,2,17,16,6,13,0.6,26.8,83,1005.4,0.6,32,0.0710548,306.748
2020-5-16 3:00,2,29,13,6,1,0.7,26.5,85,1005.5,0.7,79.3,0.0930648,304.317
2020-5-16 4:00,1,28,24,4,0,0.8,26.2,87,1005.5,0.6,51.6,0.122382,302.284
2020-5-16 5:00,1,28,19,13,-1,0.8,26.2,88,1006,0.6,29.6,0.130289,300.354
2020-5-16 6:00,2,26,26,9,1,0.8,26.6,88,1006.7,0.5,55.6,0.12996,298.167
2020-5-16 7:00,4,26,17,10,8,0.7,28.5,77,1007.1,0.9,147.1,0.127607,296.288
2020-5-16 8:00,8,29,37,7,19,0.7,29.4,71,1007.2,0.9,179.8,0.115501,294.728
2020-5-16 9:00,12,29,57,9,44,0.7,30.6,65,1007,1.2,233.5,0.102498,293.403
2020-5-16 10:00,6,20,60,16,87,0.6,31.8,59,1006.9,1.2,245.3,0.0857729,292.251
2020-5-16 11:00,5,20,71,16,137,0.6,32.1,58,1006.7,1.1,76.2,0.0889878,293.245
2020-5-16 12:00,5,15,65,26,136,0.6,32,58,1006.2,1.4,118.1,0.0889878,293.245
2020-5-16 13:00,3,17,52,21,99,0.5,31.3,64,1005.3,1.9,109.4,0.0462556,295.954
2020-5-16 14:00,3,13,35,14,116,0.5,31.9,62,1004.4,1.7,107.9,0.0104897,300.134
2020-5-16 15:00,2,19,42,12,101,0.5,31.9,62,1003.8,1.9,99.2,0,305.411
2020-5-16 16:00,2,22,44,11,85,0.5,31.4,64,1003.4,1.9,90.6,0,310.292
2020-5-16 17:00,2,27,30,11,67,0.5,31.3,65,1003,1.9,113.7,0,314.636
2020-5-16 18:00,1,21,30,15,54,0.5,30.4,69,1003.1,2.1,118.8,0,318.127
2020-5-16 19:00,2,16,23,14,70,0.6,28,74,1004.5,2.3,324.3,0,319.594
2020-5-16 20:00,1,8,4,13,90,0.6,23.7,84,1005.9,2,2.9,0,319.895
2020-5-16 21:00,1,12,—,8,74,0.6,24.6,84,1006,0.6,293.2,0.39158,318.272
2020-5-16 22:00,0,22,—,7,54,0.7,25.1,83,1006.1,1.2,246.7,0.473095,314.328
2020-5-16 23:00,0,20,8,6,53,0.8,25.1,87,1006,1,247.7,0.29381,309.39
2020-5-17 0:00,1,30,14,8,36,0.8,25.1,90,1004.4,1.3,124.1,0.162401,302.817
2020-5-17 1:00,1,31,24,10,26,0.8,25.2,92,1004.2,0.5,314.2,0.0490915,316.882
2020-5-17 2:00,1,46,25,11,13,0.8,25,93,1004.1,0.9,12.3,0.217144,315.554
2020-5-17 3:00,1,48,36,20,12,0.9,24.8,93,1003.8,1.1,27,0.278293,313.678
2020-5-17 4:00,1,53,24,27,14,1,27,83,1005.1,0.5,16.4,0.291383,310.808
2020-5-17 8:00,2,47,44,25,33,0.9,28.4,76,1005.4,0.7,21.6,0.239514,308.784
2020-5-17 9:00,2,28,55,28,62,0.8,29.4,71,1005.7,1.1,252.8,0.301443,307.735
2020-5-17 10:00,4,19,53,28,89,0.7,30.2,67,1005.5,1.3,245.2,0.351663,306.7
2020-5-17 11:00,4,13,45,25,115,0.6,31.5,61,1005,1.4,248.6,0.410212,305.843
2020-5-17 12:00,2,9,59,17,124,0.5,32.2,57,1004.2,1.6,258.2,0.484396,307.189
2020-5-17 13:00,3,9,60,18,152,0.5,32.8,56,1003.1,1.7,264.5,0.484396,307.189
2020-5-17 14:00,2,9,53,27,150,0.5,33.2,54,1002.1,1.7,266.3,0.458423,310.336
2020-5-17 15:00,2,7,46,15,128,0.4,33.4,53,1001.4,1.3,271,0.380837,315.037
2020-5-17 16:00,1,10,48,17,118,0.5,32.3,56,1001.2,1.2,264.7,0.197061,319.503
2020-5-17 17:00,1,24,33,14,82,0.6,30.5,68,1001.4,1.5,247.3,0.0202058,324.275
2020-5-17 18:00,2,30,32,20,68,0.7,28,81,1002,2.1,239.7,0,328.472
2020-5-17 19:00,2,24,12,23,59,0.7,26.3,82,1002.8,1.7,247.4,0,332.017
2020-5-17 20:00,1,20,3,14,48,0.7,24.5,91,1002.8,1.5,266.9,0,334.092
2020-5-17 21:00,1,13,—,9,61,0.7,24.5,86,1003,1.1,304.8,0,335.127
2020-5-17 22:00,0,16,—,1,48,0.7,24.7,87,1003.8,0.9,271.8,0,335.907
2020-5-17 23:00,0,15,5,-1,47,0.7,24.8,86,1003.7,0.7,258.5,0.997873,390.693
2020-5-18 0:00,0,19,1,2,37,0.7,24.8,86,1003.3,0.5,273.5,0.876737,394.874
2020-5-18 1:00,1,16,2,4,42,0.7,25,83,1002.6,0.6,259.7,0.747832,325.83
2020-5-18 2:00,1,14,12,5,37,0.7,25,84,1001.6,0.5,241.5,0.313552,318.156
2020-5-18 3:00,1,18,17,4,27,0.7,25,85,1001.3,0.3,325.6,0.146908,311.377
2020-5-18 4:00,1,27,20,6,23,0.7,25,84,1001.4,0.3,58,0.0574868,307.894
2020-5-18 5:00,2,46,23,10,5,0.8,25.2,85,1001.7,0.5,51.8,0.0989576,305.041
2020-5-18 6:00,3,50,18,8,7,0.9,24.7,88,1002.2,0.5,58.1,0.100219,302.592
2020-5-18 7:00,4,48,24,15,7,0.9,24.7,90,1002.9,0.6,55.5,0.101569,300.553
2020-5-18 8:00,7,45,28,17,16,0.9,26.2,84,1003.4,0.5,25.8,0.107409,298.593
2020-5-18 9:00,11,39,26,18,28,0.9,27.7,75,1003.8,0.5,68.1,0.12443,296.991
2020-5-18 10:00,6,44,54,18,25,0.9,27.5,77,1003.5,0.6,298.2,0.125062,295.653
2020-5-18 11:00,5,27,36,12,46,0.8,28.3,74,1003.4,0.8,267.9,0.162751,294.431
2020-5-18 12:00,4,20,40,17,91,0.7,29.2,71,1003.2,0.8,315.3,0.144777,293.169
2020-5-18 13:00,3,23,69,24,145,0.7,29.6,70,1002.2,1.1,34.6,0.161789,293.937
2020-5-18 14:00,4,15,58,27,153,0.6,30.9,63,1001.4,1.4,261,0.161789,293.937
2020-5-18 15:00,3,12,54,18,126,0.6,30.6,63,1001,1.2,271.2,0.118636,296.202
2020-5-18 16:00,3,21,44,14,121,0.7,30.1,67,1001,0.9,248.2,0.0370283,300.443
2020-5-18 17:00,6,54,36,18,88,0.8,29.5,71,1000.1,1.2,67.8,0,305.594
2020-5-18 18:00,3,35,54,28,61,0.8,28.2,81,1000.7,1.5,111.1,0,310.246
2020-5-18 19:00,2,45,36,23,41,0.9,27.7,78,1001.4,1.1,41.5,0,314.17
2020-5-18 20:00,2,46,26,21,34,0.9,26.9,79,1002.1,1.1,94,0,317.047
2020-5-18 21:00,3,51,42,20,25,1.1,26.8,81,1002.8,1.1,250.5,0,317.692
2020-5-18 22:00,4,31,30,29,41,0.9,26.3,82,1003.7,1.3,102.9,0,317.216
2020-5-18 23:00,4,32,19,18,37,0.9,26.1,81,1003.9,0.9,289.6,0,315.32
2020-5-19 0:00,5,30,16,16,39,0.9,25.9,81,1003.9,1.1,92.9,0.136813,311.684
2020-5-19 1:00,4,28,30,17,36,0.9,25.5,83,1003.3,0.6,65.2,0.182419,307.023
2020-5-19 2:00,2,37,32,15,19,1,25.2,86,1002.7,0.6,61.4,0.0681812,300.647
2020-5-19 3:00,2,49,41,20,5,1.1,25.1,88,1002.3,0.4,22,0,295.643
2020-5-19 4:00,2,49,36,25,4,1,25,89,1002.5,0.5,6.6,0,292.606
2020-5-19 5:00,2,54,40,22,0,1.1,25.1,89,1003,0.5,43.9,0,289.941
2020-5-19 6:00,2,53,38,24,7,1.1,25.4,87,1003.6,0.8,33.5,0,287.804
2020-5-19 7:00,4,53,28,22,15,1.1,26.3,82,1003.8,1.1,47.3,0,285.765
2020-5-19 8:00,8,49,27,22,37,1.1,27.8,76,1004.1,1.1,21.2,0,283.854
2020-5-19 9:00,8,40,50,22,125,1,28.3,72,1004.6,1.6,24.4,0,281.975
2020-5-19 10:00,—,30,61,22,137,—,29.3,69,1004.4,1.3,29.3,0,280.3
2020-5-19 11:00,9,22,73,29,164,0.5,30.4,64,1004.1,1.1,116.4,0,278.731
2020-5-19 12:00,7,25,76,29,221,0.6,30.9,62,1003.5,1.2,51.1,0,277.343
2020-5-19 13:00,6,27,62,33,209,0.7,30.3,65,1002.8,1.4,77.4,0,276.097
2020-5-19 14:00,7,27,35,36,—,0.7,31.2,62,1001.8,1.1,85.7,0,276.836
2020-5-19 15:00,6,—,27,39,—,0.7,32.1,58,1001.4,1.2,179,0,276.836
2020-5-19 16:00,7,—,63,38,242,0.7,32.3,57,1000.9,1,113.6,0,279.755
2020-5-19 17:00,6,34,78,44,175,0.7,31.3,65,1000.9,1.7,86.5,0,283.449
2020-5-19 18:00,5,24,57,32,126,0.6,30.3,70,1001.4,2.1,108,0,288.134
2020-5-19 19:00,5,20,26,16,101,0.7,29.5,72,1002,1.2,75,0,292.581
2020-5-19 20:00,6,26,24,19,75,0.7,29.1,74,1002.6,1.4,108.1,0,297.229
2020-5-19 21:00,5,33,32,17,49,0.7,28.7,78,1003.5,1.4,110,0,300.974
2020-5-19 22:00,5,28,29,11,44,0.7,28.3,78,1004.2,1,72.4,0,303.784
2020-5-19 23:00,6,26,20,12,46,0.6,28,79,1004.4,1,74.9,0,305.231
2020-5-20 0:00,5,25,26,10,44,0.7,27.6,82,1004.4,0.8,80.3,0,304.712
2020-5-20 1:00,4,18,32,12,45,0.6,27.4,85,1003.9,0.6,53.6,0.028631,301.283
2020-5-20 2:00,4,18,24,11,42,0.6,27.2,87,1003.9,0.5,37.6,0,296.968
2020-5-20 3:00,4,33,26,14,23,0.7,27.2,89,1003.6,0.6,70.4,0,292.398
2020-5-20 4:00,4,31,34,14,24,0.6,26.9,90,1003.5,0.7,81.4,0.0746242,306.755
2020-5-20 5:00,4,41,22,12,19,0.7,26.8,91,1003.8,0.7,77.3,0.0892242,304.676
2020-5-20 6:00,5,44,24,11,21,0.7,27.3,88,1004.2,0.9,92.8,0.120394,302.678
2020-5-20 7:00,6,42,16,9,34,0.7,28.3,81,1004.8,1.4,90.8,0.143873,301.078
2020-5-20 8:00,6,33,32,16,44,0.7,29.2,78,1005.1,1.8,78.4,0.190487,299.498
2020-5-20 9:00,6,32,34,19,56,0.7,29.8,74,1005.1,1.8,89.2,0.18426,298.031
2020-5-20 10:00,5,30,47,20,74,0.7,30.2,71,1004.6,2.2,104.7,0.177899,296.74
2020-5-20 11:00,5,33,47,22,78,0.7,30.6,71,1004.4,1.4,114.7,0.0955952,295.407
2020-5-20 12:00,5,28,49,25,80,0.7,31,71,1004,1.6,76.6,0.194708,296.615
2020-5-20 13:00,5,14,39,22,88,0.6,29.5,76,1003.3,2,103.8,0.194708,296.615
2020-5-20 14:00,4,15,18,11,86,0.6,29.3,80,1002.7,2.3,120,0.133172,298.813
2020-5-20 15:00,3,30,44,18,62,0.6,27.7,91,1001.8,2.3,86.7,0.0362935,302.808
